ccode1,ccode2,state.destination.name,state.destination.abb,state.origin.name,state.origin.abb,dyad.id,riv.strategic.interv,year,rivalry.strategic.positional,pts.gradient,riv.strategic.positional,trade,polyarchy.additive.gradient,alliance.defense,arms.inverse,immigrant.population,gdppc.gradient,ref.flow,riv.strategic.spatial,arms,rivalry.strategic.ideological,riv.strategic,remittances,contiguity,rivalry.strategic.interv,min.distance,remit,trips,rivalry.strategic.spatial,riv.strategic.ideological,contiguity.any
540,220,France,FRN,Angola,ANG,540220,0.0,2011,,-1.0,0.0,870.9776,0.396174074,0.0,0.0,,37445.83478,65.0,0.0,0.0,,0.0,,0.0,,5079.58759,0.0,0.0,,0.0,0.0
540,255,Germany,GMY,Angola,ANG,540255,0.0,2011,,-2.0,0.0,364.49335,0.387662341,0.0,0.0,,40222.14054,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
540,560,South Africa,SAF,Angola,ANG,540560,0.0,2011,,0.0,0.0,980.27759,0.330604402,1.0,0.0,,3588.508576,0.0,0.0,0.0,,0.0,,0.0,,747.2734153,0.0,132610.0,,0.0,0.0
800,255,Germany,GMY,Thailand,THI,800255,0.0,2011,,-3.0,0.0,5418.3101,0.202211479,0.0,8.52,,38989.68367,2.0,0.0,0.0,,0.0,,0.0,,,28.0,0.0,,0.0,0.0
560,255,Germany,GMY,South Africa,SAF,560255,0.0,2011,,-2.0,0.0,11724.836,0.057057939,0.0,0.0,,36633.63196,0.0,0.0,0.0,,0.0,,0.0,,,0.0,303874.0,,0.0,0.0
560,552,Zimbabwe,ZIM,South Africa,SAF,560552,0.0,2011,,0.0,0.0,474.81439,-0.363187274,1.0,0.0,,-6754.693505,0.0,0.0,0.0,,0.0,,1.0,,17.60964385,0.0,0.0,,0.0,1.0
600,255,Germany,GMY,Morocco,MOR,600255,0.0,2011,,-2.0,0.0,1947.5493,0.351354491,0.0,0.0,,41160.18867,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
615,2,United States of America,USA,Algeria,ALG,6152,0.0,2011,,0.0,0.0,2175.7246,0.360191456,0.0,0.0,,44257.29608,0.0,0.0,0.0,,0.0,,0.0,,5378.406312,0.0,0.0,,0.0,0.0
615,20,Canada,CAN,Algeria,ALG,61520,0.0,2011,,-2.0,0.0,258.0831,0.336463828,0.0,0.0,,43937.72701,0.0,0.0,0.0,,0.0,,0.0,,4312.85924,0.0,0.0,,0.0,0.0
615,220,France,FRN,Algeria,ALG,615220,0.0,2011,,-1.0,0.0,7111.562,0.362570852,0.0,0.0,,36834.16582,36.0,0.0,0.0,,0.0,,5.0,,494.0682485,0.0,0.0,,0.0,1.0
616,255,Germany,GMY,Tunisia,TUN,616255,0.0,2011,,-2.0,0.0,1767.078,0.175179386,0.0,0.0,,40112.07267,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
616,325,Italy,ITA,Tunisia,TUN,616325,0.0,2011,,-1.0,0.0,3787.3657,0.151293355,0.0,0.0,,31980.39174,35.0,0.0,0.0,,0.0,,4.0,,146.6872217,0.0,0.0,,0.0,1.0
620,2,United States of America,USA,Libya,LIB,6202,0.0,2011,,-2.0,0.0,315.70001,0.68546635,0.0,0.0,,44265.52715,64.0,0.0,0.0,,0.0,,0.0,,6640.654766,0.0,4110.0,,0.0,0.0
620,220,France,FRN,Libya,LIB,620220,0.0,2011,,-3.0,0.0,441.43594,0.687845746,0.0,0.0,,36842.39689,2.0,0.0,0.0,,0.0,,0.0,,932.2564782,0.0,0.0,,0.0,0.0
620,225,Switzerland,SWZ,Libya,LIB,620225,0.0,2011,,-4.0,0.0,117.97459,0.683636919,0.0,0.0,,70272.11722,0.0,0.0,0.0,,0.0,,0.0,,1421.922493,0.0,0.0,,0.0,0.0
620,255,Germany,GMY,Libya,LIB,620255,0.0,2011,,-4.0,0.0,431.60425,0.679334013,0.0,0.0,,39618.70265,50.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
620,325,Italy,ITA,Libya,LIB,620325,0.0,2011,,-3.0,0.0,761.59283,0.655447982,0.0,0.0,,31487.02173,67.0,0.0,0.0,,0.0,,5.0,,446.4200316,0.0,63664.0,,0.0,1.0
630,210,Netherlands,NTH,Iran,IRN,630210,0.0,2011,,-3.0,0.0,899.52863,0.597923607,0.0,0.0,,44485.37154,394.0,0.0,0.0,,0.0,,0.0,,3163.786245,0.0,0.0,,0.0,0.0
630,211,Belgium,BEL,Iran,IRN,630211,0.0,2011,,-3.0,0.0,660.84491,0.595329291,0.0,0.0,,38102.80432,6.0,0.0,0.0,,0.0,,0.0,,3172.008898,0.0,0.0,,0.0,0.0
630,220,France,FRN,Iran,IRN,630220,0.0,2011,,-2.0,0.0,2515.1006,0.614967951,0.0,0.0,,34896.43865,147.0,0.0,0.0,,0.0,,0.0,,2907.516609,0.0,0.0,,0.0,0.0
630,225,Switzerland,SWZ,Iran,IRN,630225,0.0,2011,,-3.0,0.0,835.14124,0.610759124,0.0,0.0,,68326.15899,30.0,0.0,0.0,,0.0,,0.0,,2827.709884,0.0,0.0,,0.0,0.0
630,255,Germany,GMY,Iran,IRN,630255,0.0,2011,,-3.0,0.0,4503.8662,0.606456218,0.0,0.0,,37672.74442,18.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
630,305,Austria,AUS,Iran,IRN,630305,0.0,2011,,-3.0,0.0,434.7276,0.590594434,0.0,0.0,,41353.40932,152.0,0.0,0.0,,0.0,,0.0,,2352.256834,0.0,0.0,,0.0,0.0
630,325,Italy,ITA,Iran,IRN,630325,0.0,2011,,-2.0,0.0,2814.3291,0.582570187,0.0,0.0,,29541.06349,53.0,0.0,0.0,,0.0,,0.0,,2181.250683,0.0,0.0,,0.0,0.0
630,350,Greece,GRC,Iran,IRN,630350,0.0,2011,,-2.0,0.0,34.979561,0.596635203,0.0,0.0,,18041.95541,0.0,0.0,0.0,,0.0,,0.0,,1427.696401,0.0,9450.0,,0.0,0.0
630,380,Sweden,SWD,Iran,IRN,630380,0.0,2011,,-3.0,0.0,700.00214,0.614353473,0.0,0.0,,46606.53231,321.0,0.0,0.0,,0.0,,0.0,,2694.35459,0.0,0.0,,0.0,0.0
630,770,Pakistan,PAK,Iran,IRN,630770,0.0,2011,,1.0,0.0,463.22,0.39561896,0.0,0.0,,-5405.619666,0.0,0.0,0.0,,0.0,,1.0,,2.83e-12,0.0,0.0,,0.0,1.0
640,2,United States of America,USA,Turkey,TUR,6402,0.0,2011,,0.0,0.0,16043.313,0.176063839,1.0,155.0,,37957.06786,0.0,0.0,0.0,,0.0,,0.0,,7048.049947,34.0,0.0,,0.0,0.0
640,20,Canada,CAN,Turkey,TUR,64020,0.0,2011,,-2.0,0.0,1311.5404,0.152336211,1.0,0.0,,37637.49879,0.0,0.0,0.0,,0.0,,0.0,,5365.62738,0.0,0.0,,0.0,0.0
640,211,Belgium,BEL,Turkey,TUR,640211,0.0,2011,,-2.0,0.0,3959.2793,0.158804575,1.0,0.0,,33740.30327,2.0,0.0,0.0,,0.0,,0.0,,1808.545972,0.0,0.0,,0.0,0.0
640,255,Germany,GMY,Turkey,TUR,640255,0.0,2011,,-2.0,0.0,22985.566,0.169931502,1.0,0.0,,33310.24337,0.0,0.0,0.0,,0.0,,0.0,,,1283.0,7790275.0,,0.0,0.0
640,305,Austria,AUS,Turkey,TUR,640305,0.0,2011,,-2.0,0.0,1736.3663,0.154069718,0.0,0.0,,36990.90827,41.0,0.0,0.0,,0.0,,0.0,,978.7601397,0.0,598809.0,,0.0,0.0
640,325,Italy,ITA,Turkey,TUR,640325,0.0,2011,,-1.0,0.0,13452.359,0.146045471,1.0,0.0,,25178.56244,0.0,0.0,0.0,,0.0,,0.0,,615.2947552,0.0,0.0,,0.0,0.0
640,380,Sweden,SWD,Turkey,TUR,640380,0.0,2011,,-2.0,0.0,2284.3672,0.177828757,0.0,0.0,,42244.03126,0.0,0.0,0.0,,0.0,,0.0,,1744.691281,0.0,0.0,,0.0,0.0
640,900,Australia,AUL,Turkey,TUR,640900,0.0,2011,,-2.0,0.0,747.04175,0.178195158,0.0,0.0,,41529.18726,43.0,0.0,0.0,,0.0,,0.0,,9755.550191,0.0,0.0,,0.0,0.0
645,2,United States of America,USA,Iraq,IRQ,6452,0.0,2011,,-2.0,0.0,2674.3201,0.259879595,0.0,639.7,,44100.15718,0.0,0.0,0.0,,0.0,,0.0,,7841.339372,0.0,0.0,,0.0,0.0
645,20,Canada,CAN,Iraq,IRQ,64520,0.0,2011,,-4.0,0.0,206.41505,0.236151967,0.0,0.0,,43780.58811,0.0,0.0,0.0,,0.0,,0.0,,6109.262229,0.0,0.0,,0.0,0.0
645,210,Netherlands,NTH,Iraq,IRQ,645210,0.0,2011,,-4.0,0.0,371.1344,0.245214647,0.0,0.0,,46265.9598,476.0,0.0,0.0,,0.0,,0.0,,3201.208825,0.0,0.0,,0.0,0.0
645,220,France,FRN,Iraq,IRQ,645220,0.0,2011,,-3.0,0.0,762.57458,0.262258991,0.0,0.0,,36677.02692,153.0,0.0,0.0,,0.0,,0.0,,2737.167272,0.0,0.0,,0.0,0.0
645,255,Germany,GMY,Iraq,IRQ,645255,0.0,2011,,-4.0,0.0,1277.61,0.253747258,0.0,0.0,,39453.33268,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
645,305,Austria,AUS,Iraq,IRQ,645305,0.0,2011,,-4.0,0.0,185.65691,0.237885474,0.0,0.0,,43133.99758,302.0,0.0,0.0,,0.0,,0.0,,2350.282161,0.0,0.0,,0.0,0.0
645,325,Italy,ITA,Iraq,IRQ,645325,0.0,2011,,-3.0,0.0,741.47382,0.229861227,0.0,0.0,,31321.65175,0.0,0.0,0.0,,0.0,,0.0,,1954.44099,0.0,0.0,,0.0,0.0
645,640,Turkey,TUR,Iraq,IRQ,645640,0.0,2011,,-2.0,0.0,9141.1426,0.083815756,0.0,0.0,,6143.089313,1794.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
645,652,Syria,SYR,Iraq,IRQ,645652,0.0,2011,,0.0,1.0,7479.8989,-0.389565818,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,,1.0,,6.35e-12,0.0,0.0,,0.0,1.0
645,663,Jordan,JOR,Iraq,IRQ,645663,0.0,2011,,-2.0,0.0,1107.807,-0.195918455,1.0,0.0,,-665.6620706,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
652,2,United States of America,USA,Syria,SYR,6522,0.0,2011,,-2.0,0.0,274.67001,0.649445413,0.0,0.0,,0.0,61.0,0.0,0.0,,0.0,,0.0,,7865.023582,0.0,0.0,,0.0,0.0
652,255,Germany,GMY,Syria,SYR,652255,0.0,2011,,-4.0,0.0,751.10675,0.643313076,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
652,325,Italy,ITA,Syria,SYR,652325,0.0,2011,,-3.0,0.0,1310.9376,0.619427045,0.0,0.0,,0.0,51.0,0.0,0.0,,0.0,,0.0,,1594.426779,0.0,0.0,,0.0,0.0
652,365,Russia,RUS,Syria,SYR,652365,0.0,2011,,-1.0,0.0,1193.4185,0.231354604,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,605.6703048,0.0,29218.0,,0.0,0.0
652,369,Ukraine,UKR,Syria,SYR,652369,0.0,2011,,-2.0,0.0,1012.7051,0.430298462,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,870.7357494,0.0,0.0,,0.0,0.0
652,640,Turkey,TUR,Syria,SYR,652640,1.0,2011,,-2.0,0.0,1770.8473,0.473381574,0.0,0.0,,0.0,10.0,0.0,0.0,,1.0,,1.0,,5.3e-12,0.0,0.0,,0.0,1.0
652,645,Iraq,IRQ,Syria,SYR,652645,0.0,2011,,0.0,1.0,1270.4742,0.389565818,1.0,0.0,,0.0,69.0,1.0,0.0,,1.0,,1.0,,6.35e-12,0.0,0.0,,0.0,1.0
652,651,Egypt,EGY,Syria,SYR,652651,0.0,2011,,-1.0,0.0,837.31311,0.240600674,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,5.0,,216.7356603,0.0,0.0,,0.0,1.0
652,732,South Korea,ROK,Syria,SYR,652732,0.0,2011,,-4.0,0.0,926.02557,0.587910486,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,7154.937061,0.0,0.0,,0.0,0.0
660,255,Germany,GMY,Lebanon,LEB,660255,0.0,2011,,-1.0,0.0,1139.9995,0.176550388,0.0,0.0,,35685.87121,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
663,255,Germany,GMY,Jordan,JOR,663255,0.0,2011,,-2.0,0.0,855.61462,0.449665713,0.0,0.0,,40118.99475,0.0,0.0,0.0,,0.0,,0.0,,,25.0,0.0,,0.0,0.0
670,255,Germany,GMY,Saudi Arabia,SAU,670255,0.0,2011,,-3.0,0.0,9100.7051,0.913749646,0.0,19.14,,24006.12125,25.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
679,2,United States of America,USA,Yemen,YEM,6792,0.0,2011,,-2.0,0.0,428.89001,0.382702239,0.0,1.8,,47661.63867,10.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
690,255,Germany,GMY,Kuwait,KUW,690255,0.0,2011,,-1.0,0.0,1210.6294,0.377758389,0.0,0.0,,5064.966901,24.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
770,800,Thailand,THI,Pakistan,PAK,770800,0.0,2011,,-1.0,0.0,977.68158,0.008625779,0.0,0.0,,4088.680411,250.0,0.0,0.0,,0.0,,0.0,,2637.04809,0.0,0.0,,0.0,0.0
696,255,Germany,GMY,United Arab Emirates,UAE,696255,0.0,2011,,0.0,0.0,9869.374,0.960621333,0.0,50.0,,9673.94732,50.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
771,220,France,FRN,Bangladesh,BNG,771220,0.0,2011,,-1.0,0.0,95.586533,0.242560276,0.0,0.0,,40551.60935,205.0,0.0,0.0,,0.0,,0.0,,7131.596277,0.0,0.0,,0.0,0.0
775,800,Thailand,THI,Myanmar,MYA,775800,0.0,2011,,-1.0,0.0,3095.5747,0.272276164,0.0,0.0,,4134.716805,0.0,0.0,0.0,,0.0,,1.0,,5.73e-12,0.0,539499.0,,0.0,1.0
700,365,Russia,RUS,Afghanistan,AFG,700365,0.0,2011,,-1.0,0.0,862.09845,-0.084312572,0.0,141.75,,10534.50286,0.0,0.0,0.0,,0.0,,1.0,,1300.284053,0.0,0.0,,0.0,1.0
700,770,Pakistan,PAK,Afghanistan,AFG,700770,1.0,2011,,0.0,0.0,2124.0842,0.116808642,0.0,0.0,,462.5894618,0.0,0.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
705,255,Germany,GMY,Kazakhstan,KZK,705255,0.0,2011,,-2.0,0.0,2082.2422,0.477871246,0.0,0.0,,34524.36534,0.0,0.0,0.0,,0.0,,0.0,,,736.0,0.0,,0.0,0.0
705,365,Russia,RUS,Kazakhstan,KZK,705365,0.0,2011,,1.0,0.0,6335.5942,0.065912774,1.0,5.95,,1517.914661,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
710,20,Canada,CAN,China,CHN,71020,0.0,2011,,-3.0,0.0,23384.979,0.732436327,0.0,0.0,,43483.6692,573.0,0.0,0.0,,0.0,,0.0,,4745.221634,0.0,0.0,,0.0,0.0
710,210,Netherlands,NTH,China,CHN,710210,0.0,2011,,-3.0,0.0,11470.226,0.741499007,0.0,0.0,,45969.04089,134.0,0.0,0.0,,0.0,,0.0,,5115.992334,0.0,0.0,,0.0,0.0
710,211,Belgium,BEL,China,CHN,710211,0.0,2011,,-3.0,0.0,13747.062,0.738904691,0.0,0.0,,39586.47367,162.0,0.0,0.0,,0.0,,0.0,,5242.787414,0.0,171848.0,,0.0,0.0
710,225,Switzerland,SWZ,China,CHN,710225,0.0,2011,,-3.0,0.0,38056.887,0.754334524,0.0,0.0,,69809.82834,307.0,0.0,0.0,,0.0,,0.0,,5054.456056,0.0,0.0,,0.0,0.0
710,255,Germany,GMY,China,CHN,710255,0.0,2011,,-3.0,0.0,101407.45,0.750031618,0.0,0.0,,39156.41377,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1274377.0,,0.0,0.0
710,385,Norway,NOR,China,CHN,710385,0.0,2011,,-3.0,0.0,3849.717,0.75337374,0.0,0.0,,82383.28589,177.0,0.0,0.0,,0.0,,0.0,,3706.499772,0.0,37209.0,,0.0,0.0
710,900,Australia,AUL,China,CHN,710900,0.0,2011,,-3.0,0.0,83489.492,0.758295274,0.0,0.0,,47375.35767,293.0,0.0,0.0,,0.0,,0.0,,3959.128398,0.0,1259554.0,,0.0,0.0
770,220,France,FRN,Pakistan,PAK,770220,0.0,2011,,-3.0,0.0,730.06134,0.219348991,0.0,0.0,,40302.05832,57.0,0.0,0.0,,0.0,,0.0,,4746.624301,0.0,0.0,,0.0,0.0
732,255,Germany,GMY,South Korea,ROK,732255,0.0,2011,,0.0,0.0,16959.273,0.05540259,0.0,0.0,,21331.48916,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
850,20,Canada,CAN,Indonesia,INS,85020,0.0,2011,,-2.0,0.0,2015.8264,0.109817164,0.0,0.0,,45180.48031,0.0,0.0,0.0,,0.0,,0.0,,9598.009906,0.0,0.0,,0.0,0.0
740,255,Germany,GMY,Japan,JPN,740255,0.0,2011,,0.0,0.0,23307.18,0.022100244,0.0,0.0,,-416.2155827,16.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
750,2,United States of America,USA,India,IND,7502,0.0,2011,,-1.0,0.0,23454.08,0.113104405,0.0,1416.0,,47358.66505,0.0,0.0,0.0,,0.0,,0.0,,7206.106437,0.0,0.0,,0.0,0.0
750,20,Canada,CAN,India,IND,75020,0.0,2011,,-3.0,0.0,2605.5796,0.089376777,0.0,0.0,,47039.09598,0.0,0.0,0.0,,0.0,,0.0,,6711.09085,0.0,0.0,,0.0,0.0
750,255,Germany,GMY,India,IND,750255,0.0,2011,,-3.0,0.0,15274.87,0.106972068,0.0,0.0,,42711.84056,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
770,2,United States of America,USA,Pakistan,PAK,7702,0.0,2011,,-2.0,0.0,2204.0701,0.216969595,0.0,62.0,,47725.18858,0.0,0.0,0.0,,0.0,,0.0,,7240.118841,0.0,0.0,,0.0,0.0
770,255,Germany,GMY,Pakistan,PAK,770255,0.0,2011,,-4.0,0.0,1087.8043,0.210837258,0.0,0.0,,43078.36408,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
770,325,Italy,ITA,Pakistan,PAK,770325,0.0,2011,,-3.0,0.0,729.88104,0.186951227,0.0,0.0,,34946.68315,390.0,0.0,0.0,,0.0,,0.0,,3989.620931,0.0,0.0,,0.0,0.0
770,700,Afghanistan,AFG,Pakistan,PAK,770700,1.0,2011,,0.0,0.0,169.77403,-0.116808642,0.0,0.0,,-462.5894618,22.0,0.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
770,850,Indonesia,INS,Pakistan,PAK,770850,0.0,2011,,-2.0,0.0,1029.6151,0.083424803,0.0,0.0,,2225.139195,0.0,0.0,0.0,,0.0,,0.0,,3317.255206,0.0,12373.0,,0.0,0.0
771,2,United States of America,USA,Bangladesh,BNG,7712,0.0,2011,,0.0,0.0,787.69299,0.24018088,0.0,0.0,,47974.73961,0.0,0.0,0.0,,0.0,,0.0,,7820.566752,0.0,93518.0,,0.0,0.0
771,20,Canada,CAN,Bangladesh,BNG,77120,0.0,2011,,-2.0,0.0,508.20477,0.216453252,0.0,0.0,,47655.17054,0.0,0.0,0.0,,0.0,,0.0,,7767.256058,0.0,0.0,,0.0,0.0
771,255,Germany,GMY,Bangladesh,BNG,771255,0.0,2011,,-2.0,0.0,670.46545,0.234048543,0.0,0.0,,43327.91511,0.0,0.0,0.0,,0.0,,0.0,,,0.0,15058.0,,0.0,0.0
820,255,Germany,GMY,Malaysia,MAL,820255,0.0,2011,,-2.0,0.0,7184.823,0.3627249,0.0,0.0,,34730.38,2.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
840,255,Germany,GMY,Philippines,PHI,840255,0.0,2011,,-3.0,0.0,1561.188,0.1470509,0.0,0.0,,41938.62,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
850,2,United States of America,USA,Indonesia,INS,8502,0.0,2011,,0.0,0.0,10834.04,0.1335448,0.0,40.4,,45500.05,0.0,0.0,0.0,,0.0,,0.0,,6987.740331,0.0,0.0,,0.0,0.0
850,255,Germany,GMY,Indonesia,INS,850255,0.0,2011,,-2.0,0.0,3393.814,0.1274125,0.0,0.0,,40853.22,10.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
850,900,Australia,AUL,Indonesia,INS,850900,0.0,2011,,-2.0,0.0,5177.069,0.1356761,0.0,0.0,,49072.17,1.0,0.0,0.0,,0.0,,4.0,,207.6974471,0.0,0.0,,0.0,1.0
710,2,United States of America,USA,China,CHN,7102,0.0,2011,,-1.0,1.0,147042.3,0.756164,0.0,0.0,,43803.24,3753.0,1.0,0.0,,1.0,,0.0,,3332.193114,0.0,0.0,,0.0,0.0
750,200,United Kingdom,UKG,India,IND,750200,0.0,2011,,-3.0,0.0,7475.917,0.1157193,0.0,0.0,,37570.75,0.0,0.0,0.0,,0.0,,0.0,,5887.643958,0.0,0.0,,0.0,0.0
484,2,United States of America,USA,Congo,CON,4842,0.0,2011,,1.0,0.0,249.37,0.4044634,0.0,0.0,,45802.0,0.0,0.0,0.0,,0.0,,0.0,,9072.983162,0.0,0.0,,0.0,0.0
484,220,France,FRN,Congo,CON,484220,0.0,2011,,0.0,0.0,747.4235,0.4068428,0.0,0.0,,38378.87,103.0,0.0,0.0,,0.0,,0.0,,4251.623853,0.0,0.0,,0.0,0.0
651,220,France,FRN,Egypt,EGY,651220,0.0,2011,,-2.0,0.0,2054.203,0.4112241,0.0,3.96,,38691.78,48.0,0.0,0.0,,0.0,,0.0,,1784.065107,0.0,0.0,,0.0,0.0
710,750,India,IND,China,CHN,710750,0.0,2011,,0.0,1.0,34556.64,0.6430596,0.0,0.0,,-3555.427,0.0,1.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
660,2,United States of America,USA,Lebanon,LEB,6602,0.0,2011,,1.0,0.0,1993.901,0.1826827,0.0,0.594,,40332.7,0.0,0.0,0.0,,0.0,,0.0,,8199.686531,0.0,0.0,,0.0,0.0
100,2,United States of America,USA,Colombia,COL,1002,0.0,2011,,-2.0,0.0,13663.34,0.1318914,1.0,79.0,,42182.35,0.0,0.0,0.0,,0.0,,0.0,,1662.291742,0.0,0.0,,0.0,0.0
100,230,Spain,SPN,Colombia,COL,100230,0.0,2011,,-3.0,0.0,613.7064,0.1260801,0.0,0.0,,23730.06,0.0,0.0,0.0,,0.0,,0.0,,5716.540376,0.0,0.0,,0.0,0.0
344,346,Bosnia and Herzegovina,BOS,Croatia,CRO,344346,0.0,2011,,0.0,0.0,759.401,-0.2363254,1.0,0.0,,-9383.624,0.0,0.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
501,200,United Kingdom,UKG,Kenya,KEN,501200,0.0,2011,,-1.0,0.0,477.6059,0.2425286,0.0,0.0,,37962.14,0.0,0.0,0.0,,0.0,,0.0,,6000.307375,0.0,0.0,,0.0,0.0
640,200,United Kingdom,UKG,Turkey,TUR,640200,0.0,2011,,-2.0,0.0,5840.38,0.1786788,1.0,0.0,,28169.15,0.0,0.0,0.0,,0.0,,0.0,,2171.902231,0.0,0.0,,0.0,0.0
365,200,United Kingdom,UKG,Russia,RUS,365200,0.0,2011,,-3.0,0.0,5005.056,0.4207057,0.0,0.0,,27865.36,0.0,0.0,0.0,,0.0,,0.0,,1211.063824,0.0,0.0,,0.0,0.0
640,645,Iraq,IRQ,Turkey,TUR,640645,0.0,2011,,2.0,0.0,86.75333,-0.08381576,0.0,0.0,,-6143.089,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
663,2,United States of America,USA,Jordan,JOR,6632,0.0,2011,,0.0,0.0,1213.176,0.4557981,0.0,0.0,,44765.82,0.0,0.0,0.0,,0.0,,0.0,,8326.158371,0.0,0.0,,0.0,0.0
690,200,United Kingdom,UKG,Kuwait,KUW,690200,0.0,2011,,-1.0,0.0,673.5294,0.3865056,0.0,0.0,,-76.12325,78.0,0.0,0.0,,0.0,,0.0,,4430.992641,0.0,0.0,,0.0,0.0
530,2,United States of America,USA,Ethiopia,ETH,5302,0.0,2011,,-1.0,0.0,759.0,0.5001291,0.0,0.0,,48404.43,0.0,0.0,0.0,,0.0,,0.0,,9911.236264,0.0,0.0,,0.0,0.0
615,200,United Kingdom,UKG,Algeria,ALG,615200,0.0,2011,,-2.0,0.0,1011.106,0.3628064,0.0,0.0,,34469.38,0.0,0.0,0.0,,0.0,,0.0,,1563.240559,0.0,0.0,,0.0,0.0
365,230,Spain,SPN,Russia,RUS,365230,0.0,2011,,-2.0,0.0,3589.312,0.4122795,0.0,0.0,,19200.98,0.0,0.0,0.0,,0.0,,0.0,,1809.174361,0.0,0.0,,0.0,0.0
770,200,United Kingdom,UKG,Pakistan,PAK,770200,0.0,2011,,-4.0,0.0,723.8695,0.2195845,0.0,0.0,,37937.27,305.0,0.0,0.0,,0.0,,0.0,,5372.838077,0.0,0.0,,0.0,0.0
452,2,United States of America,USA,Ghana,GHA,4522,0.0,2011,,0.0,0.0,1311.86,0.07167031,0.0,0.0,,47302.81,0.0,0.0,0.0,,0.0,,0.0,,7120.520105,0.0,0.0,,0.0,0.0
771,200,United Kingdom,UKG,Bangladesh,BNG,771200,0.0,2011,,-2.0,0.0,306.6558,0.2427958,0.0,0.0,,38186.82,14.0,0.0,0.0,,0.0,,0.0,,7415.196295,0.0,177694.0,,0.0,0.0
40,20,Canada,CAN,Cuba,CUB,4020,0.0,2011,,-2.0,0.0,515.3831,0.5702891,0.0,0.0,,42615.12,0.0,0.0,0.0,,0.0,,0.0,,2051.455569,0.0,0.0,,0.0,0.0
40,230,Spain,SPN,Cuba,CUB,40230,0.0,2011,,-1.0,0.0,984.9608,0.5882054,0.0,0.0,,24482.4,532.0,0.0,0.0,,0.0,,0.0,,5709.464868,0.0,0.0,,0.0,0.0
771,750,India,IND,Bangladesh,BNG,771750,0.0,2011,,1.0,0.0,4870.252,0.1270765,0.0,0.0,,616.0746,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
540,200,United Kingdom,UKG,Angola,ANG,540200,0.0,2011,,-2.0,0.0,518.0107,0.3964096,0.0,0.0,,35081.05,0.0,0.0,0.0,,0.0,,0.0,,6225.006875,0.0,35578.0,,0.0,0.0
475,200,United Kingdom,UKG,Nigeria,NIG,475200,0.0,2011,,-3.0,0.0,2298.435,0.2063434,0.0,0.0,,36635.59,45.0,0.0,0.0,,0.0,,0.0,,4114.482238,0.0,0.0,,0.0,0.0
780,750,India,IND,Sri Lanka,SRI,780750,0.0,2011,,-1.0,0.0,4430.703,0.1361328,0.0,0.0,,-1617.447,0.0,0.0,0.0,,0.0,,2.0,,57.44405958,0.0,0.0,,0.0,1.0
